n_trials,min_range_pct,stretched_threshold_pct,stop_buffer_pct,time_stop_hours,n_trades,win_rate,pf,sharpe,max_dd,cagr,avg_trade_pct,median_trade_pct,gross_return,n_wins,n_losses
300,0.01,0.025,0.015,12,19,0.3157894736842105,0.45964173032699335,-0.8382022639332937,0.12183268685916905,-0.07340407680720562,-0.00888266443306412,-0.0053350476310889345,-0.16877062422821829,6,13
300,0.015,0.025,0.01,12,19,0.3157894736842105,0.46160135670277097,-0.8488216140629115,0.12360066717280488,-0.07273051646305428,-0.008812878537996222,-0.008265685946273357,-0.16744469222192823,6,13
300,0.025,0.025,0.01,12,19,0.3157894736842105,0.46160135670277097,-0.8488216140629115,0.12360066717280488,-0.07273051646305428,-0.008812878537996222,-0.008265685946273357,-0.16744469222192823,6,13
300,0.01,0.025,0.01,12,19,0.3157894736842105,0.46160135670277097,-0.8488216140629115,0.12360066717280488,-0.07273051646305428,-0.008812878537996222,-0.008265685946273357,-0.16744469222192823,6,13
300,0.02,0.025,0.01,12,19,0.3157894736842105,0.46160135670277097,-0.8488216140629115,0.12360066717280488,-0.07273051646305428,-0.008812878537996222,-0.008265685946273357,-0.16744469222192823,6,13
300,0.005,0.025,0.01,12,19,0.3157894736842105,0.46160135670277097,-0.8488216140629115,0.12360066717280488,-0.07273051646305428,-0.008812878537996222,-0.008265685946273357,-0.16744469222192823,6,13
300,0.025,0.01,0.01,48,105,0.4,0.6820977914188989,-1.080629107085562,0.46414701305470407,-0.18986199877637255,-0.004677077074097259,-0.01827686838490749,-0.4910930927802122,42,63
300,0.005,0.02,0.005,48,30,0.16666666666666666,0.4626254407493952,-1.0915290427136675,0.2965227305071978,-0.12827790294824715,-0.010124972048675409,-0.016884337363119117,-0.30374916146026226,5,25
300,0.015,0.02,0.005,48,30,0.16666666666666666,0.4626254407493952,-1.0915290427136675,0.2965227305071978,-0.12827790294824715,-0.010124972048675409,-0.016884337363119117,-0.30374916146026226,5,25
300,0.025,0.02,0.005,48,30,0.16666666666666666,0.4626254407493952,-1.0915290427136675,0.2965227305071978,-0.12827790294824715,-0.010124972048675409,-0.016884337363119117,-0.30374916146026226,5,25
300,0.02,0.02,0.005,48,30,0.16666666666666666,0.4626254407493952,-1.0915290427136675,0.2965227305071978,-0.12827790294824715,-0.010124972048675409,-0.016884337363119117,-0.30374916146026226,5,25
300,0.01,0.02,0.005,48,30,0.16666666666666666,0.4626254407493952,-1.0915290427136675,0.2965227305071978,-0.12827790294824715,-0.010124972048675409,-0.016884337363119117,-0.30374916146026226,5,25
300,0.02,0.01,0.01,48,106,0.39622641509433965,0.6741817836434955,-1.1184234951541618,0.4738665401542279,-0.19571147009791734,-0.004804070885215507,-0.018214538816607534,-0.5092315138328438,42,64
300,0.01,0.01,0.01,48,106,0.39622641509433965,0.6741817836434955,-1.1184234951541618,0.4738665401542279,-0.19571147009791734,-0.004804070885215507,-0.018214538816607534,-0.5092315138328438,42,64
300,0.015,0.01,0.01,48,106,0.39622641509433965,0.6741817836434955,-1.1184234951541618,0.4738665401542279,-0.19571147009791734,-0.004804070885215507,-0.018214538816607534,-0.5092315138328438,42,64
300,0.005,0.01,0.01,48,106,0.39622641509433965,0.6741817836434955,-1.1184234951541618,0.4738665401542279,-0.19571147009791734,-0.004804070885215507,-0.018214538816607534,-0.5092315138328438,42,64
300,0.015,0.015,0.005,24,55,0.2909090909090909,0.5441621230061064,-1.122762477388036,0.31319789636199724,-0.1377357002947076,-0.006450057964725153,-0.014576525821596237,-0.35475318805988343,16,39
300,0.01,0.015,0.005,24,55,0.2909090909090909,0.5441621230061064,-1.122762477388036,0.31319789636199724,-0.1377357002947076,-0.006450057964725153,-0.014576525821596237,-0.35475318805988343,16,39
300,0.025,0.015,0.005,24,55,0.2909090909090909,0.5441621230061064,-1.122762477388036,0.31319789636199724,-0.1377357002947076,-0.006450057964725153,-0.014576525821596237,-0.35475318805988343,16,39
300,0.005,0.015,0.005,24,55,0.2909090909090909,0.5441621230061064,-1.122762477388036,0.31319789636199724,-0.1377357002947076,-0.006450057964725153,-0.014576525821596237,-0.35475318805988343,16,39
300,0.02,0.015,0.005,24,55,0.2909090909090909,0.5441621230061064,-1.122762477388036,0.31319789636199724,-0.1377357002947076,-0.006450057964725153,-0.014576525821596237,-0.35475318805988343,16,39
300,0.025,0.01,0.02,24,105,0.4380952380952381,0.6414421031270879,-1.1942945395485651,0.49465872647575776,-0.20806918933873741,-0.005214359987200936,-0.007258844492960647,-0.5475077986560982,46,59
