n_trials,min_range_pct,extreme_proximity_pct,stop_buffer_pct,tp_fraction,time_stop_hours,n_trades,win_rate,pf,sharpe,max_dd,cagr,avg_trade_pct,median_trade_pct,gross_return,n_wins,n_losses
1500,0.025,0.2,0.015,0.7,8,133,0.3458646616541353,0.6461605408773046,-1.2795925653795006,0.5487330575914671,-0.1919686412309567,-0.0037485261206186057,-0.00552908821501261,-0.49855397404227453,46,87
1500,0.025,0.15,0.015,0.6,4,88,0.3977272727272727,0.5772757315706792,-1.2899731249738293,0.40487869275846444,-0.13677233644840037,-0.003979629967321977,-0.00587988923614957,-0.35020743712433394,35,53
1500,0.025,0.15,0.0075,0.6,4,88,0.375,0.5891711329374996,-1.29156869730815,0.40001070684247136,-0.12716131510334916,-0.0036918971536937617,-0.007513008126551113,-0.32488694952505104,33,55
1500,0.025,0.15,0.01,0.6,4,88,0.38636363636363635,0.5807531389872204,-1.2991516853715492,0.40148889708266433,-0.13159654294712508,-0.003826390198591184,-0.006509262727826937,-0.3367223374760242,34,54
1500,0.025,0.15,0.0075,0.6,8,88,0.3068181818181818,0.5933255253685124,-1.3331364995427142,0.43625960803793407,-0.1455496084145531,-0.004256613240164377,-0.014440945876105568,-0.37458196513446523,27,61
1500,0.025,0.15,0.0075,0.5,6,88,0.36363636363636365,0.6004013656491242,-1.338162659677532,0.3836576682096424,-0.13258881122980182,-0.0038642186951114072,-0.011756921593026002,-0.34005124516980384,32,56
1500,0.02,0.15,0.015,0.7,4,114,0.38596491228070173,0.5851186158954556,-1.3543694528637298,0.46229648810152013,-0.1568745257255213,-0.003608419785982792,-0.0051280743101813405,-0.4113598556020383,44,70
1500,0.025,0.15,0.015,0.5,4,88,0.42045454545454547,0.568496504132286,-1.3669270336641577,0.37891692104233865,-0.13749759328443523,-0.004018149653514797,-0.0055085812145356725,-0.3535971695093022,37,51
1500,0.02,0.15,0.01,0.7,4,114,0.37719298245614036,0.585437663801251,-1.3761418684114681,0.4613151172743195,-0.15342615815759053,-0.0035303305654829885,-0.005533641518133067,-0.4024576844650607,43,71
1500,0.025,0.15,0.0075,0.5,4,88,0.3977272727272727,0.577103676626317,-1.3825346263239526,0.37224270512865193,-0.12700099496718908,-0.003703641867123657,-0.00716771901749867,-0.3259204843068818,35,53
1500,0.025,0.15,0.01,0.5,4,88,0.4090909090909091,0.5717337061810297,-1.3840155121412125,0.37537924778187,-0.13232614832268996,-0.0038649098847840044,-0.006316263573234254,-0.3401120698609924,36,52
1500,0.025,0.15,0.005,0.6,6,88,0.2840909090909091,0.5798478029676364,-1.3941782776345666,0.4068744676540669,-0.14447152198972346,-0.00423819559324744,-0.013259274964501633,-0.3729612122057747,25,63
1500,0.015,0.15,0.015,0.7,6,132,0.36363636363636365,0.6110439268090889,-1.4006707445606204,0.5353668319013035,-0.18648647225545634,-0.003781876686245695,-0.005253401677626517,-0.4992077225844317,48,84
1500,0.02,0.15,0.01,0.6,6,114,0.35964912280701755,0.6018155893866806,-1.4027967095984768,0.4689942992607843,-0.1592974928490941,-0.0036768411273136073,-0.00581178169622509,-0.41915988851375124,41,73
1500,0.025,0.2,0.015,0.7,4,133,0.38345864661654133,0.6019680172263566,-1.4044662740562144,0.47817029155639895,-0.1749662428028691,-0.003429853225158555,-0.0048832200804326716,-0.4561704789460878,51,82
