lookback_days,breakout_proximity_pct,entry_hour_utc,exit_hour_utc,n_trades,win_rate,pf,sharpe,max_dd,cagr,avg_trade_pct,median_trade_pct,gross_return,n_wins,n_losses
5,0.005,22,13,50,0.38,1.0344030915607436,0.05680480671149717,0.21369058330870433,-0.0010650306016423139,0.0003643383181095223,-0.004725850364104893,0.018216915905476114,19,31
5,0.005,20,15,55,0.38181818181818183,0.966420071372144,-0.06387924656634601,0.20602367193092286,-0.022052935616255653,-0.0004477790024671169,-0.008984025376911287,-0.02462784513569143,21,34
20,0.01,22,14,47,0.40425531914893614,0.941626762198396,-0.09789563293615947,0.1569749221839771,-0.01938026472917076,-0.0006250366637630656,-0.0031443595617395136,-0.02937672319686408,19,28
5,0.005,20,14,55,0.34545454545454546,0.9406811575783799,-0.11052651628177562,0.1950626059553578,-0.028522348593212565,-0.0007627804081114507,-0.0069165677361184156,-0.04195292244612979,19,36
5,0.005,20,13,55,0.32727272727272727,0.9289682879434483,-0.12658440577353017,0.20064520860083218,-0.029361653331896997,-0.000840488745008312,-0.006646677376074832,-0.04622688097545716,18,37
20,0.005,22,13,25,0.36,0.8985919378102272,-0.13345525148568554,0.12230701860427837,-0.014845210056268487,-0.0011080198783193055,-0.009434304565043182,-0.02770049695798264,9,16
20,0.005,22,14,25,0.36,0.8920222073169863,-0.1415515017459419,0.1266827532998255,-0.016647572087808538,-0.001242760089707467,-0.007902149688514496,-0.031069002242686675,9,16
20,0.01,22,13,47,0.425531914893617,0.8821739783408016,-0.19748098081221516,0.16075181191598348,-0.027182675826516567,-0.0011213588718849592,-0.004545579117238898,-0.052703866978593084,20,27
20,0.01,22,15,47,0.40425531914893614,0.8664711357496263,-0.2312738599535913,0.17080727827271597,-0.037868150816648294,-0.0015640363824465818,-0.006561924844791275,-0.07350970997498935,19,28
20,0.005,22,15,25,0.44,0.8159724016361282,-0.23894618398890005,0.11601873685904047,-0.02558267538368575,-0.002121216815338397,-0.008039027814337131,-0.053030420383459925,11,14
5,0.01,22,15,93,0.3870967741935484,0.8570400430984919,-0.34488377855265806,0.256563176350642,-0.07064801074791838,-0.001588516802417718,-0.006561924844791275,-0.14773206262484778,36,57
5,0.01,22,14,93,0.3655913978494624,0.8536799010627616,-0.35186604674565314,0.2522469338824812,-0.06752188456527564,-0.0015371120056903067,-0.0052994356325022545,-0.14295141652919852,34,59
5,0.01,22,13,93,0.3548387096774194,0.8389571048936932,-0.3816704097442445,0.2712512219928875,-0.06806285331353978,-0.001585735394673739,-0.004074514119324735,-0.14747339170465773,33,60
